health_sys_id,health_sys_name,health_sys_city,health_sys_state,in_onekey,in_aha,onekey_id,aha_sysid,total_mds,prim_care_mds,total_nps,total_pas,grp_cnt,grp_cnt_restricted,hosp_cnt,acutehosp_cnt,nh_cnt,nh_cnt_restricted,hhco_cnt,hhco_cnt_restricted,sys_multistate,sys_beds,sys_dsch,sys_res,deg_children,sys_incl_majteachhosp,sys_incl_vmajteachhosp,sys_teachint,sys_incl_highdpphosp,sys_highucburden,sys_incl_highuchosp,sys_anyins_product,sys_mcare_adv,sys_mcaid_mngcare,sys_healthins_mktplc,sys_ownership,hos_net_revenue,hos_total_revenue
HSI00000581,Licking Memorial Health Systems,Newark,OH,1,0,18140501,,144,42,39,10,44,40,1,1,0,0,1,1,1,219,8003,0,0,0,0,0,0,1,0,0,,,,1,323668033,974590516
HSI00000582,LifeBridge Health,Baltimore,MD,1,1,17773953,0158,727,224,264,288,119,115,6,4,2,2,1,0,1,817,36646,141.69,0,1,0,1,0,0,0,1,1,,,1,1336782609,1585174285
HSI00000584,Lifepoint Health,Brentwood,TN,1,1,17773643,0180,2898,1044,1214,501,674,623,79,61,12,12,9,3,3,5841,190783,293.24,0,1,0,1,1,0,1,1,1,1,1,5,7060434754,34464229924
HSI00000585,Lifespan,Providence,RI,1,1,17773954,0060,1486,484,389,237,127,120,4,3,0,0,1,0,1,963,49347,578.69,0,1,1,2,0,0,0,0,0,0,0,1,2172800974,6687857563
HSI00000591,Loma Linda University Health,Loma Linda,CA,1,1,17773485,2175,1611,494,240,87,73,70,4,3,0,0,0,0,1,912,50261,596.27,0,1,1,2,1,0,0,0,0,0,0,2,2000542376,12110544283
HSI00000593,Los Angeles County Department of Health Services,Los Angeles,CA,1,1,17773802,5755,2216,925,573,110,103,88,4,3,0,0,0,0,1,1190,58860,1318.35,0,1,1,2,1,1,1,,,,,3,4253113368,7465924363
HSI00000608,Main Line Health,Bryn Mawr,PA,1,1,18158185,0340,1084,405,348,222,132,123,5,4,1,1,0,0,1,1049,59916,185.11,0,1,0,1,0,0,0,0,0,0,0,1,1640122092,8389557297
HSI00000610,MaineGeneral Health,Augusta,ME,1,0,18288823,,349,161,130,98,61,57,1,1,2,2,1,1,1,186,8863,29.64,0,0,0,1,0,0,0,0,0,0,0,1,559762533,1436396916
HSI00000611,MaineHealth,Portland,ME,1,1,17773956,0614,1631,574,555,364,230,210,10,9,7,7,9,3,2,1134,49855,264.37,0,1,0,1,0,0,1,1,1,0,0,1,3250671683,7784540172
HSI00000612,Major Health Partners,Shelbyville,IN,1,0,18230772,,76,22,54,22,19,16,1,1,4,4,1,1,1,46,2375,0,0,0,0,0,0,0,0,0,,,,3,191599990,579151783
HSI00000613,Bitterroot Health,Hamilton,MT,1,0,18381425,,66,18,21,13,10,9,1,1,0,0,0,0,1,25,1035,0,0,0,0,0,0,0,0,0,0,0,0,1,107610836,227523506
HSI00000614,Margaret Mary Health,Batesville,IN,1,0,18191447,,62,22,32,3,15,14,1,1,0,0,0,0,1,25,1222,0,0,0,0,0,0,0,0,0,0,0,0,1,127910974,336171791
HSI00000615,Valleywise Health,Phoenix,AZ,1,0,17773645,,389,123,113,49,15,15,1,1,0,0,0,0,1,301,14090,211.48,0,1,1,2,1,1,1,0,0,0,0,3,509398506,2617939824
HSI00000616,MarinHealth,Greenbrae,CA,1,0,18389294,,239,64,66,26,41,38,1,1,0,0,0,0,1,310,9749,0,0,0,0,0,0,1,0,0,0,0,0,1,521407882,3486722599
HSI00000619,Marshall Medical Center,Placerville,CA,1,0,18283446,,96,30,29,15,24,21,1,1,0,0,1,1,1,111,4418,0,0,0,0,0,0,0,0,0,0,0,0,1,315837581,1352775918
HSI00000621,Marshfield Clinic Health System,Marshfield,WI,1,1,17855696,1022,959,297,294,164,93,70,12,12,0,0,2,2,2,603,25029,75.62,0,1,0,1,0,0,1,1,1,1,1,1,1737915451,5247561489
HSI00000623,Mary Lanning Healthcare,Hastings,NE,1,0,18179867,,59,13,34,19,20,17,1,1,0,0,0,0,1,97,5565,0,0,0,0,0,0,0,0,,,,,1,200043551,508259134
HSI00000624,Mary Washington Healthcare,Fredericksburg,VA,1,1,17815270,0523,333,99,113,64,67,59,3,2,0,0,1,1,1,502,25401,10.8,0,0,0,1,0,0,0,1,1,,,1,739433254,1931038343
HSI00000630,Maury Regional Medical Center,Columbia,TN,1,1,18155044,0882,139,59,96,33,43,36,3,3,0,0,1,1,1,299,13207,0,0,0,0,0,0,0,1,0,0,0,0,3,374307476,1606607722
HSI00000631,Mayo Clinic Health System,Rochester,MN,1,1,18956750,1875,7577,2024,1659,966,201,183,26,25,2,2,1,1,3,2792,125686,1034.7,0,1,0,2,0,0,1,0,0,0,0,1,10758468039,26626820011
HSI00000636,McLaren Health Care Corporation,Grand Blanc,MI,1,1,17773322,0252,1331,492,422,230,307,259,13,11,4,4,6,3,1,1600,72641,413.65,0,1,1,2,1,0,0,1,1,1,1,1,2554080903,8791331640
HSI00000637,McLeod Health,Florence,SC,1,1,17999447,0874,587,231,170,70,104,98,6,5,1,1,2,2,1,846,39401,40.2,0,0,0,1,1,0,1,0,0,0,0,1,1329212264,6255332604
HSI00000639,Meadville Medical Center,Meadville,PA,1,1,18283417,1001,117,45,36,31,41,39,2,2,1,1,0,0,1,225,5769,12.34,0,0,0,1,0,0,0,0,0,0,0,1,290822829,969182048
HSI00000640,MedStar Health,Columbia,MD,1,1,17773806,0154,3558,1060,958,724,352,320,10,9,2,2,4,3,2,2405,103319,949.29,0,1,1,2,1,0,0,1,0,1,0,1,4654339857,11181639716
HSI00000642,Medisys Health Network,Jamaica,NY,1,1,17773318,0971,402,167,68,51,27,26,2,2,1,1,0,0,1,528,25170,312.33,0,1,1,2,1,0,0,1,1,1,1,1,1027920756,1590253378
HSI00000644,Medical University of South Carolina Medical Center,Charleston,SC,1,1,17773804,0976,2831,802,531,277,289,264,8,8,2,2,1,1,1,1565,61964,787.66,0,1,1,2,1,0,1,0,0,0,0,3,3371053848,13504047795
HSI00000648,Memorial Health System,Springfield,IL,1,1,17773957,0086,365,115,224,73,68,59,7,7,0,0,1,0,2,711,31461,236.22,0,1,0,2,0,0,0,1,0,0,0,1,1496220632,5631254087
HSI00000649,Memorial Health System,Marietta,OH,1,1,18290012,0998,230,86,89,50,75,72,3,3,0,0,0,0,2,219,10899,36,0,0,0,1,0,1,0,0,,,,1,590232202,1973279103
HSI00000652,Memorial Healthcare,Owosso,MI,1,0,18283318,,91,34,31,22,45,38,1,1,1,1,0,0,1,113,4198,0,0,0,0,0,0,0,0,0,0,0,0,1,226383463,955585820
HSI00000653,Memorial Healthcare System,Hollywood,FL,1,1,17773808,0083,982,253,549,109,102,99,5,5,2,2,2,1,1,1697,71437,210.58,0,1,0,1,1,0,0,1,1,1,1,3,2655373818,17096374252
HSI00000654,Memorial Hermann Healthcare System,Houston,TX,1,1,17773646,2645,1334,513,584,219,218,169,11,7,2,2,1,1,1,3548,194107,689.01,1,1,0,1,1,1,1,1,1,0,0,1,6612021513,28993414769
HSI00000655,Memorial Hospital at Gulfport,Gulfport,MS,1,0,18381433,,215,71,202,19,78,74,2,2,1,1,0,0,1,285,15704,23.12,0,0,0,1,0,0,0,,,,,3,692274821,4793251178
HSI00000658,MemorialCare Health System,Fountain Valley,CA,1,1,17773807,0084,1876,515,174,101,125,114,4,4,0,0,0,0,1,1191,51875,121.91,1,0,0,1,1,0,0,1,,,,1,1792617152,10272846313
HSI00000660,Mercy,Chesterfield,MO,1,1,17774100,5185,3277,1217,1473,460,784,696,45,37,0,0,8,6,3,4363,190404,136.71,0,0,0,1,0,0,1,0,0,0,0,2,6020353706,23274349372
HSI00000663,Mercy Medical Center,Baltimore,MD,1,0,18387606,,352,109,130,120,62,61,1,1,2,2,0,0,1,173,11175,52.19,0,1,0,2,1,0,0,1,1,0,0,2,561307806,660360569
HSI00000666,Mercy Medical Center,Cedar Rapids,IA,1,0,17773960,,193,72,121,38,43,42,1,1,1,1,1,1,1,216,8925,0,0,0,0,0,0,0,0,0,0,0,0,2,401057000,1572102110
HSI00000667,Mercyhealth,Janesville,WI,1,1,18956752,0649,683,259,133,45,68,65,4,4,2,2,1,1,2,414,13585,82.8,0,1,0,1,0,0,0,1,,,,1,881262324,4781915354
HSI00000671,Meritus Health,Hagerstown,MD,1,0,18298207,,230,78,86,54,38,35,1,1,0,0,1,1,1,265,13999,16.57,0,0,0,1,0,0,0,1,0,1,0,1,396207060,487519326
HSI00000672,Methodist Health System,Omaha,NE,1,1,17773812,9265,505,156,180,77,69,61,3,3,1,1,0,0,2,540,29677,21.32,0,0,0,1,0,0,0,0,0,0,0,1,962865224,2639420831
HSI00000673,Methodist Health System,Dallas,TX,1,1,17829263,2735,454,202,206,86,88,74,8,7,0,0,0,0,1,1266,61698,90.84,0,0,0,1,0,1,1,0,0,0,0,1,1837350034,7496394248
HSI00000675,Methodist Le Bonheur Healthcare,Memphis,TN,1,1,17773961,9345,828,274,392,39,105,103,3,2,0,0,1,1,2,1395,57624,263.61,0,0,0,1,1,1,0,0,0,0,0,2,1734928473,7753708899
HSI00000678,Nicklaus Childrens Health System,Miami,FL,1,0,21472778,,456,245,227,45,40,37,1,1,0,0,0,0,1,278,10486,161.06,2,1,0,2,0,0,0,0,0,0,0,1,,
HSI00000683,Middlesex Health System,Middletown,CT,1,0,18175738,,257,112,82,52,64,55,1,1,0,0,2,1,1,187,9538,26.05,0,0,0,1,0,0,0,0,0,0,0,1,483456626,1619957116
HSI00000684,Midland County Hospital District,Midland,TX,1,0,18293217,,107,35,51,15,19,18,1,1,0,0,0,0,1,268,11681,11.52,0,0,0,1,0,1,0,0,0,0,0,3,294073756,1372014286
HSI00000686,Lecom Health,Erie,PA,1,0,18381439,,105,43,18,9,31,31,2,2,2,2,0,0,1,144,2958,40.17,0,1,0,2,1,0,0,0,0,0,0,1,86086800,226973275
HSI00000694,Missouri Delta Medical Center,Sikeston,MO,1,0,18288662,,56,21,39,6,32,25,1,1,0,0,1,1,1,98,3004,0,0,0,0,0,0,0,0,0,0,0,0,1,126008629,489034954
HSI00000697,Mohawk Valley Health System,Utica,NY,1,0,17815271,,192,66,75,36,72,64,1,1,1,1,1,1,1,346,11387,30.99,0,0,0,1,0,0,0,1,,1,,1,413478743,1523087766
HSI00000700,Montefiore Medical Center,Bronx,NY,1,1,18956751,0343,3042,925,579,690,275,255,8,7,1,1,3,2,1,2370,122882,1340.73,0,1,1,2,1,0,1,1,1,1,1,1,5475947995,25707242677
HSI00000705,Mosaic Life Care,Saint Joseph,MO,1,1,17837666,0946,269,96,111,5,65,57,5,4,0,0,1,0,1,421,16138,0,0,0,0,0,0,0,1,0,0,0,0,1,797074250,1892801584
HSI00000710,Mount Nittany Health System,State College,PA,1,0,18298653,,176,53,38,85,29,28,1,1,0,0,0,0,1,248,10158,17.17,0,0,0,1,0,0,0,0,,,,1,441702485,1244430438
HSI00000711,Mount Sinai Health System,New York,NY,1,1,17773490,0917,4355,1026,893,742,369,355,5,4,0,0,2,1,1,2429,128306,1912.97,0,1,1,2,1,0,0,1,1,1,1,1,8458357995,26882376314
HSI00000712,Mount Sinai Medical Center of Florida,Miami Beach,FL,1,0,17774103,,421,111,123,44,34,32,1,1,0,0,0,0,1,481,25238,190.03,0,1,0,2,0,0,0,0,0,0,0,1,971438827,3927757810
HSI00000714,Multicare Health System,Tacoma,WA,1,1,17778722,6555,1499,541,613,327,227,200,11,9,0,0,1,1,1,1536,81028,83.85,0,0,0,1,1,1,1,1,1,1,1,1,3558883692,14134011134
HSI00000715,Munson Healthcare,Traverse City,MI,0,1,,1465,137,,,,,,10,10,,,,,1,624,25547,16.85,0,0,0,1,0,0,0,0,0,0,0,1,1248891162,3599216266
HSI00000716,NCH Healthcare System,Naples,FL,1,0,17773650,,303,121,113,47,67,55,1,1,0,0,1,0,1,517,31045,60.59,0,0,0,1,0,1,0,0,0,0,0,1,691733494,3403660080
HSI00000717,NYU Langone Health,New York,NY,1,0,18135006,,4478,918,911,737,388,372,5,4,0,0,1,1,1,1780,112464,1363.46,0,1,1,2,0,0,0,1,1,1,1,1,7505770169,43763776455
HSI00000720,National Jewish Health,Denver,CO,1,0,18740486,,153,18,33,25,6,6,1,1,0,0,0,0,1,13,69,6.2,0,1,0,2,0,0,0,0,,,,1,150430000,265731541
HSI00000722,Nationwide Childrens Hospital,Columbus,OH,1,0,18198441,,1173,468,506,32,97,73,2,2,0,0,1,1,1,747,20570,293.72,2,1,0,2,0,0,0,0,0,0,0,1,2377938488,4353883949
HSI00000723,Natividad Medical Center,Salinas,CA,1,0,18295224,,199,92,40,27,11,10,1,1,0,0,0,0,1,144,7959,28.07,0,0,0,1,1,0,0,0,0,0,0,3,305346095,1430431384
HSI00000725,Nemours Childrens Health,Jacksonville,FL,1,1,17777268,0892,983,362,329,133,77,75,2,2,0,0,0,0,2,352,11159,205.69,2,1,1,2,0,0,0,0,,,,1,1090857645,2783861378
HSI00000729,New Liberty Hospital District of Clay County,Pleasant Valley,MO,1,0,18199379,,114,31,50,7,22,20,1,1,0,0,0,0,1,199,6993,0,0,0,0,0,0,0,0,0,0,0,0,3,303195425,1080651275
HSI00000730,New York City Health and Hospitals Corporation,New York,NY,1,1,17774105,3075,2972,1080,835,883,72,61,12,11,4,4,1,1,1,3096,137466,2532.92,0,1,1,2,1,1,1,1,1,1,1,3,7680098828,17448315695
HSI00000731,New York Presbyterian Healthcare System,New York,NY,1,1,17773814,0142,6652,1449,1289,1273,535,509,8,7,1,1,2,1,1,3454,170798,2149.43,0,1,1,2,1,0,0,0,0,0,0,1,10592554644,40108709585
HSI00000737,Niagara Falls Memorial Medical Center,Niagara Falls,NY,1,0,18407987,,54,21,25,14,13,13,1,1,1,1,0,0,1,133,3604,11.05,0,0,0,1,1,1,1,,,,,1,90885078,188659988
HSI00000743,Norman Regional Health System,Norman,OK,1,0,18198813,,195,50,96,43,54,49,1,1,0,0,0,0,1,322,14937,21.71,0,0,0,1,0,0,0,0,0,0,0,3,540731074,2583781091
HSI00000745,Broward Health,Fort Lauderdale,FL,1,1,17773652,3115,660,237,224,88,83,79,4,4,0,0,0,0,1,1261,46923,236.59,0,1,0,1,1,1,1,1,0,1,0,3,1118919137,5894176364
HSI00000748,North Kansas City Hospital,North Kansas City,MO,1,0,18289564,,319,100,87,15,47,46,1,1,0,0,1,1,1,383,17759,0,0,0,0,0,0,0,0,0,0,0,0,3,601489087,2473459526
HSI00000749,North Memorial Health,Robbinsdale,MN,1,1,17773491,0887,242,105,80,116,38,35,2,2,0,0,0,0,1,476,27446,32.01,0,0,0,1,0,0,0,,,,,1,853750761,2299805717
HSI00000750,North Mississippi Health Services,Tupelo,MS,1,1,17773815,0032,382,180,231,18,76,65,7,7,4,4,1,1,2,767,23995,51.61,0,0,0,1,1,0,1,1,,,,1,968273770,3708076105
HSI00000751,North Oaks Health System,Hammond,LA,1,1,17999452,0867,118,24,81,10,43,38,2,1,0,0,0,0,1,247,10209,0,0,0,0,0,0,0,0,0,0,0,0,3,280227165,2372844786
HSI00000753,Great Plains Health,North Platte,NE,1,0,18402640,,74,21,21,28,18,16,1,1,0,0,1,1,1,96,4212,0,0,0,0,0,0,0,0,0,0,0,0,1,287745271,775978073
HSI00000755,Northbay Healthcare,Fairfield,CA,1,0,17829264,,174,56,33,13,32,29,2,2,0,0,0,0,1,204,10157,0,0,0,0,0,1,1,1,1,1,1,1,1,676594922,4463162610
HSI00000756,NorthShore – Edward-Elmhurst Health,Evanston,IL,1,1,17773309,0470,2371,807,619,367,365,336,8,7,0,0,2,2,1,1398,87329,278.63,0,1,0,1,0,0,0,0,0,0,0,1,3659544057,16287084971
HSI00000759,Northeast Georgia Health System,Gainesville,GA,1,1,17847722,1018,630,257,255,196,107,100,5,5,2,1,0,0,1,771,40562,147.09,0,0,0,1,0,0,1,0,0,0,0,1,1852696587,7956736298
HSI00000761,Northern Arizona Healthcare,Flagstaff,AZ,1,1,17845402,0281,280,69,87,32,35,32,2,2,0,0,0,0,1,329,15454,14,0,0,0,1,1,0,0,0,0,0,0,1,650429562,2104252823
HSI00000765,Northfield Hospital and Clinics,Northfield,MN,1,0,18295385,,61,26,25,11,12,12,1,1,0,0,0,0,1,37,1572,0,0,0,0,0,0,0,0,,,,,3,132318709,339246894
HSI00000766,Northside Hospital,Atlanta,GA,1,1,18162439,0410,1325,402,418,419,343,302,5,5,0,0,0,0,1,1908,98302,67.23,0,0,0,1,0,0,1,,,,,1,5599674392,25203735573
HSI00000767,Northwell Health,New Hyde Park,NY,1,1,17773329,0062,9784,2925,1817,1951,810,768,19,18,5,5,10,4,1,5412,321523,2607.83,0,1,1,2,1,0,1,1,1,1,1,1,13534973554,53517172488
HSI00000770,Northwestern Medicine,Chicago,IL,1,1,17773816,0024,3487,1068,795,492,353,321,10,9,0,0,3,1,1,2272,133003,798.26,0,1,1,2,0,0,0,0,0,0,0,1,6057036364,29369758750
HSI00000771,Norton Healthcare,Louisville,KY,1,1,17774106,2285,1157,410,796,150,275,262,7,7,0,0,2,0,3,1665,78653,205.78,1,0,0,1,1,0,1,0,0,0,0,1,3210770521,10344713349
HSI00000773,Novant Health,Winston Salem,NC,1,1,17773653,0139,2341,954,1073,877,591,557,13,12,2,2,1,1,1,2976,140309,109.81,0,0,0,1,0,0,0,1,1,0,0,1,6337106095,20334940757
HSI00000776,OSF Healthcare System,Peoria,IL,1,1,17774108,5335,1347,465,673,154,312,268,17,17,1,1,7,4,2,1808,81486,295.38,0,1,0,1,1,0,1,0,0,0,0,2,3378180135,13300004359
HSI00000780,Ochsner Health System,New Orleans,LA,1,1,17773459,0359,3337,1066,1146,484,361,338,36,30,0,0,3,1,3,3280,119789,892.07,0,1,1,2,1,0,1,1,1,0,0,1,5234566614,20939004142
HSI00000784,Ohiohealth,Columbus,OH,1,1,17773817,0162,2114,850,905,371,442,398,14,14,0,0,3,3,1,2280,105366,361.58,0,1,0,1,1,1,1,0,,,,2,4770312096,15639181715
HSI00000789,Olmsted Medical Center,Rochester,MN,1,0,17861634,,116,55,68,34,22,20,1,1,0,0,0,0,1,61,1808,0,0,0,0,0,0,1,1,0,0,0,0,1,234804057,520710703
HSI00000792,Oneida Health,Oneida,NY,1,0,18401053,,65,25,29,28,27,22,1,1,1,1,0,0,1,101,2202,0,0,0,0,0,0,0,0,0,0,0,0,1,137917603,382135706
HSI00000795,Oregon Health and Science University,Portland,OR,1,0,17774107,,2599,692,369,284,92,87,2,2,0,0,1,1,1,662,33144,592.49,0,1,1,2,1,0,0,1,1,1,1,3,2839217080,7519686808
HSI00000796,Orlando Health,Orlando,FL,1,1,17773654,3355,2013,727,771,300,410,385,5,5,3,3,1,1,1,2258,157272,322.94,0,0,0,1,1,0,1,0,0,0,0,1,4553979504,30894245527
HSI00000798,Oswego Health,Oswego,NY,1,0,18165883,,50,23,45,27,24,20,1,1,1,1,1,1,1,132,3035,0,0,0,0,0,0,0,0,0,0,0,0,1,144085310,341002312
HSI00000802,Owensboro Health,Owensboro,KY,1,1,18289417,0982,265,89,144,43,60,57,3,3,2,2,2,2,1,398,18584,11.83,0,0,0,1,1,0,0,0,0,0,0,1,783307316,2350100325
HSI00000805,PIH Health,Whittier,CA,1,1,17785081,0958,1512,471,114,196,79,73,3,3,0,0,2,1,1,846,39794,42.85,0,0,0,1,1,0,0,1,1,1,,1,1302439995,7926836502
HSI00000809,Palomar Health,Escondido,CA,1,1,18389929,7555,311,108,37,34,23,18,3,2,1,1,0,0,1,387,24955,4.07,0,0,0,1,0,0,0,0,0,0,0,3,834468664,4964132349
HSI00000811,Parkview Health System,Fort Wayne,IN,1,1,17773962,0159,829,311,487,141,206,183,11,9,0,0,3,1,2,1072,65934,12.98,0,0,0,1,0,0,1,0,0,0,0,1,549440848,1848942521
HSI00000812,Parrish Medical Center,Titusville,FL,1,0,18389930,,57,24,33,3,15,14,1,1,0,0,1,1,1,208,4414,0,0,0,0,0,0,0,0,0,,,,1,158904578,670804589
HSI00000813,Mass General Brigham,Boston,MA,1,1,17773821,1785,9121,2388,2155,1342,624,580,15,9,2,2,4,1,2,2729,142468,1444.9,0,1,1,2,0,0,1,1,1,1,1,1,9439308673,30996061185
HSI00000814,Peacehealth,Vancouver,WA,1,1,17774109,5415,1500,483,377,364,170,165,10,10,1,1,4,2,3,1254,68345,19.09,0,0,0,1,0,0,1,0,0,0,0,2,3212122334,10802287496
HSI00000815,Pella Regional Health Center,Pella,IA,1,0,18289980,,55,34,24,13,7,7,1,1,0,0,1,1,1,25,1093,0,0,0,0,0,0,0,0,0,0,0,0,1,125839069,260936378
HSI00000818,TidalHealth Peninsula Regional,Salisbury,MD,1,1,17998787,0992,332,90,139,70,46,45,3,3,1,1,3,2,2,322,18218,10.38,0,0,0,1,0,0,0,0,0,0,0,1,646605983,938564548
HSI00000819,Penn Highlands Healthcare,Du Bois,PA,1,0,18382246,,341,100,156,174,158,140,8,8,4,4,5,2,1,633,16775,23.84,0,0,0,1,1,0,0,0,0,0,0,1,744506943,2134650528
HSI00000820,University of Pennsylvania Health System,Philadelphia,PA,1,1,17773347,0168,4336,1095,1487,755,432,394,9,6,0,0,5,3,2,2929,144099,1257.19,0,1,1,2,1,0,0,1,1,0,0,1,7482702719,38885080790
HSI00000821,Penn State Health Milton S Hershey Medical Center,Hershey,PA,1,1,17816854,0989,1802,559,490,391,170,155,5,5,0,0,0,0,1,1061,46247,612.78,0,1,1,2,0,0,1,0,0,0,0,1,2815489002,9719288933
HSI00000822,Peterson Health,Kerrville,TX,1,0,18317454,,68,24,43,5,17,14,1,1,0,0,1,1,1,98,4488,0,0,0,0,0,0,1,0,1,1,1,1,1,171731833,706704895
HSI00000823,Phoebe Putney Health Systems,Albany,GA,1,1,17774110,0314,271,96,116,29,56,49,5,5,1,1,3,1,1,465,19819,23.36,0,0,0,1,0,1,1,0,0,0,0,1,815643714,2665486678
HSI00000824,Phoenix Childrens Hospital,Phoenix,AZ,1,0,18202982,,667,245,210,60,48,46,1,1,0,0,0,0,1,383,14800,190.37,2,1,0,2,0,0,0,0,,,,1,1372554647,4314546276
HSI00000826,Piedmont Healthcare,Atlanta,GA,1,1,18080844,0310,1974,666,785,568,358,328,19,18,3,3,4,3,1,3643,190504,196.68,0,1,0,1,1,0,1,0,0,0,0,1,5662130080,29529869138
HSI00000833,Pomona Valley Hospital Medical Center,Pomona,CA,1,0,18381588,,632,189,17,37,14,14,1,1,0,0,0,0,1,412,20747,22.74,0,0,0,1,1,0,0,1,1,,,1,776833556,5885224116
HSI00000842,Premier Health,Dayton,OH,1,1,17774111,0977,798,264,374,175,219,191,3,3,2,2,2,1,1,1282,60678,196.82,0,0,0,1,0,0,0,0,0,0,0,1,1888992647,8562290165
HSI00000843,Presbyterian Healthcare Services,Albuquerque,NM,1,1,17773822,3505,795,322,331,150,87,82,9,9,0,0,4,2,1,1222,47895,4.18,0,0,0,1,1,1,1,1,1,1,1,1,1933309042,5416788592
HSI00000845,Prime Healthcare Services,Ontario,CA,1,1,17844310,0357,1390,417,538,286,188,165,45,43,1,1,1,1,3,6324,213361,498.13,0,1,0,1,1,0,1,0,0,0,0,5,4804417820,24096367338
HSI00000847,Prohealth Care,Waukesha,WI,1,1,18140769,0153,397,167,145,57,50,47,3,2,0,0,0,0,1,328,14631,18.13,0,0,0,1,0,0,0,,,,,1,665599314,2523286039
HSI00000848,ProMedica,Toledo,OH,1,1,17773495,0197,1119,382,792,231,316,284,11,11,64,64,19,11,2,1272,54745,293.16,0,1,0,1,0,0,1,1,1,1,1,1,2417175600,10497767560
HSI00000851,Prospect Medical Holdings,Los Angeles,CA,1,1,18310933,1012,5255,2025,280,253,214,192,13,12,2,2,4,3,3,1963,73179,247.27,0,1,0,1,1,0,1,0,0,0,0,5,1745664472,9682473981
HSI00000852,Providence,Renton,WA,1,1,17773964,1006,10875,4123,1897,1195,1201,1081,54,50,21,20,26,13,3,9256,419940,535.2,1,1,0,1,1,0,1,1,1,1,1,2,18240364806,72104719593
HSI00000855,Public Hospital District 1A of Whitman County,Pullman,WA,1,0,18203486,,50,20,8,5,14,11,1,1,0,0,0,0,1,25,1402,1.37,0,0,0,1,0,0,0,0,,,,3,107491618,232564932
HSI00000860,Quorum Health Corporation,Brentwood,TN,1,1,19733092,0981,1309,505,778,244,296,285,39,39,7,7,6,5,3,1631,46517,39.63,0,0,0,1,1,0,1,0,0,0,0,5,1906635385,7363628896
HSI00000863,RWJBarnabas Health,West Orange,NJ,1,1,17773496,0994,2820,592,923,448,341,312,16,14,3,3,1,0,1,3966,201456,988.04,1,1,0,1,1,1,1,1,1,0,0,1,6695462887,31153908088
HSI00000864,Rady Childrens Hospital San Diego,San Diego,CA,1,0,18288568,,673,308,202,62,68,61,1,1,1,1,1,1,1,401,19949,140.55,2,1,0,2,0,0,0,1,0,0,0,1,1823400821,3620354352
HSI00000866,Tower Health,West Reading,PA,1,1,17773512,1029,964,364,288,190,152,136,6,4,1,1,2,1,1,1064,49948,384.15,1,1,1,2,0,0,0,0,0,0,0,1,1683034476,7397147166
HSI00000867,Redlands Community Hospital,Redlands,CA,1,0,18184596,,50,19,15,13,5,4,1,1,1,1,0,0,1,196,9823,0,0,0,0,0,0,0,0,0,0,0,0,1,225739574,2320469083
HSI00000868,Monument Health,Rapid City,SD,1,1,17848010,8495,370,124,148,99,36,31,10,9,2,2,1,0,2,522,21389,16.84,0,0,0,1,0,0,0,1,0,0,0,1,980321335,3140841186
HSI00000870,Regional One Health,Memphis,TN,1,0,18327717,,161,26,101,26,20,18,2,1,0,0,0,0,1,291,13913,180.56,0,1,1,2,1,1,0,,,,,1,407880356,1941507598
HSI00000871,Regional West Health Services,Scottsbluff,NE,1,0,18283282,,117,25,54,20,36,32,3,3,1,1,0,0,1,132,4531,0,0,0,0,0,0,1,0,0,0,0,0,1,228021514,728383299
HSI00000873,Reid Health,Richmond,IN,1,0,18377407,,191,70,125,22,59,53,1,1,0,0,0,0,1,183,10834,16.37,0,0,0,1,0,0,0,0,0,0,0,1,487182885,1200770017
HSI00000874,Renown Health,Reno,NV,1,1,17773354,2625,620,276,178,58,74,64,3,2,0,0,1,1,1,592,33570,72.18,0,0,0,1,0,1,1,1,1,0,0,1,1098864687,4315354101
HSI00000879,Richmond University Medical Center,Staten Island,NY,1,0,18353082,,140,38,20,35,16,15,1,1,0,0,0,0,1,209,11167,143.62,0,1,1,2,1,0,0,0,0,0,0,1,380053310,1676176605
HSI00000881,Ridgeview Medical Center,Waconia,MN,1,1,18288479,0964,92,34,36,51,36,30,3,3,0,0,0,0,1,138,5262,0,0,0,0,0,0,0,1,0,0,0,0,1,345077421,893144972
HSI00000882,Riverside Health Care System,Yonkers,NY,1,0,17774112,,88,22,46,19,8,5,2,2,0,0,0,0,1,319,15187,54.92,0,0,0,1,1,0,0,0,0,0,0,1,268083536,948149038
HSI00000883,Riverside Health System,Newport News,VA,1,1,17773659,4810,631,208,250,92,128,118,6,4,7,7,5,3,1,592,29848,87.51,0,0,0,1,0,0,0,1,1,0,0,1,1376432825,4287719313
HSI00000885,Riverside University Health System,Moreno Valley,CA,1,0,18389447,,334,146,82,52,22,21,1,1,0,0,0,0,1,423,22908,0,0,0,0,0,1,0,0,0,0,0,0,3,917408453,3331595735
HSI00000887,Riverview Hospital,Noblesville,IN,1,0,18287495,,143,32,33,22,31,29,1,1,1,1,0,0,1,121,3956,0,0,0,0,0,0,0,0,0,0,0,0,3,250838150,837599142
HSI00000889,Rochester Regional Health System,Rochester,NY,1,1,17773984,0046,1433,554,425,523,259,238,6,6,5,5,1,1,1,1057,52868,269.98,0,1,0,2,1,0,1,0,0,0,0,1,2158219376,6011032715
